Betweenness Centrality Scores:
Vertex 1071: 1989.52
Vertex 1072: 1686.52
Vertex 1073: 1749.63
Vertex 1074: 7914
Vertex 1075: 4448.37
Vertex 1076: 1468.9
Vertex 1077: 3887.15
Vertex 1078: 3657.95
Vertex 1079: 8186.33
Vertex 1080: 2524.26
Vertex 1081: 7067.5
Vertex 1082: 1737.41
Vertex 1083: 2787.15
Vertex 1084: 3581.52
Vertex 1085: 2649.41
Vertex 1086: 2534.08
Vertex 1087: 3726.03
Vertex 1088: 1480.61
Vertex 1089: 1303.55
Vertex 1090: 3558.9
Vertex 1091: 2603.28
Vertex 1092: 2035.54
Vertex 1093: 1438.49
Vertex 1094: 5134.62
Vertex 1095: 3934.66
Vertex 1096: 1650.82
Vertex 1097: 2593.37
Vertex 1098: 8789.26
Vertex 1099: 6342.22
Vertex 1100: 3327.99
Vertex 1101: 4070.23
Vertex 1102: 6847.51
Vertex 1103: 1512.37
Vertex 1104: 2047.52
Vertex 1105: 2080.3
Vertex 1106: 2972.87
Vertex 1107: 2696.92
Vertex 1108: 2347.98
Vertex 1109: 6432.35
Vertex 1110: 6939.25
Vertex 1111: 7388.58
Vertex 1112: 2346.05
Vertex 1113: 3047.1
Vertex 1114: 3267.51
Vertex 1115: 2856.52
Vertex 1116: 1651.46
Vertex 1117: 7585.94
Vertex 1118: 3961.5
Vertex 1119: 4330.32
Vertex 1120: 6192.75
Vertex 1121: 2437.55
Vertex 1122: 6268.84
Vertex 1123: 2871.86
Vertex 1124: 3427.27
Vertex 1125: 1913.76
Vertex 1126: 3715.6
Vertex 1127: 3268.72
Vertex 1128: 3394.61
Vertex 1129: 5204.41
Vertex 1130: 1552.77
Vertex 1131: 2649.55
Vertex 1132: 1904.62
Vertex 1133: 2997.58
Vertex 1134: 775.688
Vertex 1135: 3451.68
Vertex 1136: 2132.2
Vertex 1137: 2557.33
Vertex 1138: 5465.05
Vertex 1139: 3062.31
Vertex 1140: 4411.03
Vertex 1141: 3606.78
Vertex 1142: 5075.04
Vertex 1143: 6733.61
Vertex 1144: 2637.21
Vertex 1145: 5675.52
Vertex 1146: 3174.43
Vertex 1147: 2243.81
Vertex 1148: 3975.66
Vertex 1149: 7287.55
Vertex 1150: 5998.97
Vertex 1151: 2506.96
Vertex 1152: 7257.64
Vertex 1153: 2208.86
Vertex 1154: 5225
Vertex 1155: 4312.19
Vertex 1156: 2542.7
Vertex 1157: 10723.8
Vertex 1158: 3994.08
Vertex 1159: 2592.34
Vertex 1160: 5714.67
Vertex 1161: 1456.61
Vertex 1162: 9212.37
Vertex 1163: 8332.44
Vertex 1164: 5909.99
Vertex 1165: 3299.53
Vertex 1166: 6800.06
Vertex 1167: 4025.18
Vertex 1168: 11723.8
Vertex 1169: 5782.25
Vertex 1170: 2668.48
Vertex 1171: 6464.12
Vertex 1172: 1932.44
Vertex 1173: 1829.12
Vertex 1174: 2343.13
Vertex 1175: 6540.86
Vertex 1176: 2068.48
Vertex 1177: 3647.88
Vertex 1178: 4609.48
Vertex 1179: 3640.71
Vertex 1180: 2817.78
Vertex 1181: 5819.47
Vertex 1182: 4904.66
Vertex 1183: 2961.01
Vertex 1184: 1492.51
Vertex 1185: 4168.65
Vertex 1186: 2894.37
Vertex 1187: 3357.49
Vertex 1188: 1293.08
Vertex 1189: 8479.83
Vertex 1190: 1939.3
Vertex 1191: 3747
Vertex 1192: 3312.91
Vertex 1193: 3096.14
Vertex 1194: 2580.31
Vertex 1195: 3826.47
Vertex 1196: 1719.82
Vertex 1197: 7114.73
Vertex 1198: 1918.43
Vertex 1199: 2028.49
Vertex 1200: 6152.16
Vertex 1201: 4395.81
Vertex 1202: 3311.11
Vertex 1203: 1522.25
Vertex 1204: 1449.37
Vertex 1205: 8380.77
Vertex 1206: 2218.28
Vertex 1207: 2208.04
Vertex 1208: 1389.74
Vertex 1209: 3812.7
Vertex 1210: 8020.81
Vertex 1211: 2913.29
Vertex 1212: 4092.79
Vertex 1213: 5404.03
Vertex 1214: 1754.83
Vertex 1215: 2867.82
Vertex 1216: 4002.4
Vertex 1217: 928.232
Vertex 1218: 3349.09
Vertex 1219: 4397.13
Vertex 1220: 3909.3
Vertex 1221: 7692.22
Vertex 1222: 5010.01
Vertex 1223: 5241.43
Vertex 1224: 2824.81
Vertex 1225: 4318.08
Vertex 1226: 1470.86
Vertex 1227: 3835.9
Vertex 1228: 2596.77
Vertex 1229: 2119.19
Vertex 1230: 1013.8
Vertex 1231: 2790.69
Vertex 1232: 1173.52
Vertex 1233: 2794.18
Vertex 1234: 6673.38
Vertex 1235: 1218.7
Vertex 1236: 5599.47
Vertex 1237: 1671.04
Vertex 1238: 4934.69
Vertex 1239: 1499.54
Vertex 1240: 5310.16
Vertex 1241: 4669.6
Vertex 1242: 4484.91
Vertex 1243: 7192.03
Vertex 1244: 4379
Vertex 1245: 4795.76
Vertex 1246: 1441.14
Vertex 1247: 1408.92
Vertex 1248: 3134.26
Vertex 1249: 3994.48
Vertex 1250: 5775.26
Vertex 1251: 3507.12
Vertex 1252: 4896.59
Vertex 1253: 1020.29
Vertex 1254: 4807.02
Vertex 1255: 1324.87
Vertex 1256: 4648.12
Vertex 1257: 1765.62
Vertex 1258: 2132.11
Vertex 1259: 5118.89
Vertex 1260: 2520.65
Vertex 1261: 3948.23
Vertex 1262: 11034.8
Vertex 1263: 6130.45
Vertex 1264: 2956.25
Vertex 1265: 2042.65
Vertex 1266: 2070.82
Vertex 1267: 4998.7
Vertex 1268: 5112.34
Vertex 1269: 1017.97
Vertex 1270: 4007.03
Vertex 1271: 2698.35
Vertex 1272: 7782.84
Vertex 1273: 3481.02
Vertex 1274: 3831.98
Vertex 1275: 5613.3
Vertex 1276: 4233.07
Vertex 1277: 6820.82
Vertex 1278: 3988.61
Vertex 1279: 2591.82
Vertex 1280: 3399.61
Vertex 1281: 4095.83
Vertex 1282: 4359.34
Vertex 1283: 7531.97
Vertex 1284: 3727.51
Vertex 1285: 3617.18
Vertex 1286: 5858.07
Vertex 1287: 4539.35
Vertex 1288: 6414.23
Vertex 1289: 4575.68
Vertex 1290: 1667.28
Vertex 1291: 3306.53
Vertex 1292: 6751.21
Vertex 1293: 2868.16
Vertex 1294: 4876.01
Vertex 1295: 2420.45
Vertex 1296: 5513.78
Vertex 1297: 2837.32
Vertex 1298: 5056.33
Vertex 1299: 2034.91
Vertex 1300: 4849.25
Vertex 1301: 4022.16
Vertex 1302: 8411.76
Vertex 1303: 2633.66
Vertex 1304: 1503.47
Vertex 1305: 6020.88
Vertex 1306: 5201.11
Vertex 1307: 3142.96
Vertex 1308: 6194.09
Vertex 1309: 1528.21
Vertex 1310: 6872.5
Vertex 1311: 3267.36
Vertex 1312: 5142.63
Vertex 1313: 6392.48
Vertex 1314: 6446
Vertex 1315: 4339.84
Vertex 1316: 4428.36
Vertex 1317: 7594.78
Vertex 1318: 3178.92
Vertex 1319: 1103.11
Vertex 1320: 945.576
Vertex 1321: 2929.17
Vertex 1322: 6939.21
Vertex 1323: 3935.37
Vertex 1324: 10249.4
Vertex 1325: 7059.07
Vertex 1326: 4653.66
Vertex 1327: 4694.32
Vertex 1328: 5170.64
Vertex 1329: 3172.05
Vertex 1330: 1433.84
Vertex 1331: 5312.58
Vertex 1332: 3422.64
Vertex 1333: 6413.45
Vertex 1334: 3986.9
Vertex 1335: 7112.19
Vertex 1336: 2465.5
Vertex 1337: 7807.12
Vertex 1338: 3001.75
Vertex 1339: 1463.41
Vertex 1340: 1454.99
Vertex 1341: 1520.21
Vertex 1342: 9462.59
Vertex 1343: 5201.97
Vertex 1344: 2966.91
Vertex 1345: 3773.1
Vertex 1346: 5413.13
Vertex 1347: 8459.81
Vertex 1348: 2501.85
Vertex 1349: 7173.43
Vertex 1350: 3559.73
Vertex 1351: 3563.33
Vertex 1352: 1526.24
Vertex 1353: 5313.32
Vertex 1354: 1214.07
Vertex 1355: 5755.23
Vertex 1356: 2086.84
Vertex 1357: 5281.17
Vertex 1358: 4763.87
Vertex 1359: 5592.32
Vertex 1360: 2250
Vertex 1361: 5932.63
Vertex 1362: 4712.98
Vertex 1363: 4857.19
Vertex 1364: 5395.49
Vertex 1365: 4262.8
Vertex 1366: 1802.01
Vertex 1367: 3048.45
Vertex 1368: 5045.48
Vertex 1369: 3919.33
Vertex 1370: 4204.49
Vertex 1371: 2952.23
Vertex 1372: 3494.36
Vertex 1373: 8567.76
Vertex 1374: 8634.53
Vertex 1375: 3079.51
Vertex 1376: 5949.4
Vertex 1377: 5388.5
Vertex 1378: 3754.58
Vertex 1379: 4837.04
Vertex 1380: 3183.08
Vertex 1381: 3362.14
Vertex 1382: 3116.68
Vertex 1383: 3669.29
Vertex 1384: 12160.4
Vertex 1385: 3996.34
Vertex 1386: 5141.81
Vertex 1387: 2111.71
Vertex 1388: 12294.1
Vertex 1389: 3901.47
Vertex 1390: 2214.58
Vertex 1391: 912.646
Vertex 1392: 2774.48
Vertex 1393: 4869.82
Vertex 1394: 2516.28
Vertex 1395: 5892.31
Vertex 1396: 4020.42
Vertex 1397: 3232.96
Vertex 1398: 2925.59
Vertex 1399: 5187.78
Vertex 1400: 3732.94
Vertex 1401: 5019.06
Vertex 1402: 5150.24
Vertex 1403: 2324.15
Vertex 1404: 3441.53
Vertex 1405: 5818.31
Vertex 1406: 3388.93
Vertex 1407: 3860.66
Vertex 1408: 3034.07
Vertex 1409: 3462.9
Vertex 1410: 3780.8
Vertex 1411: 9828.96
Vertex 1412: 3854.42
Vertex 1413: 2403.54
Vertex 1414: 3298.66
Vertex 1415: 2850.72
Vertex 1416: 2355.16
Vertex 1417: 1121.14
Vertex 1418: 2999.16
Vertex 1419: 5561.92
Vertex 1420: 2062.16
Vertex 1421: 7542.62
Vertex 1422: 4152.36
Vertex 1423: 190.696
Vertex 1424: 3743.15
Vertex 1425: 1358.57
Vertex 1426: 2865.13
Vertex 1427: 4453.13
Vertex 1428: 4278.58
Vertex 1429: 5258.1
Vertex 1430: 4116.49
Vertex 1431: 4402
Vertex 1432: 4384.09
Vertex 1433: 4439.23
Vertex 1434: 2430.56
Vertex 1435: 2457.3
Vertex 1436: 2760.08
Vertex 1437: 7902.76
Vertex 1438: 1452.07
Vertex 1439: 1466.02
Vertex 1440: 2110.67
Vertex 1441: 2130.01
Vertex 1442: 4022.18
Vertex 1443: 1497.14
Vertex 1444: 740.763
Vertex 1445: 5787.47
Vertex 1446: 9121.43
Vertex 1447: 2564.71
Vertex 1448: 3259.56
Vertex 1449: 3059.8
Vertex 1450: 4956.95
Vertex 1451: 2333.33
Vertex 1452: 1961.1
Vertex 1453: 1327.32
Vertex 1454: 4095.12
Vertex 1455: 1418.71
Vertex 1456: 5990.02
Vertex 1457: 1141.97
Vertex 1458: 3397
Vertex 1459: 2823.52
Vertex 1460: 1590.47
Vertex 1461: 1468.35
Vertex 1462: 5547.26
Vertex 1463: 3937.24
Vertex 1464: 3228.75
Vertex 1465: 2051.52
Vertex 1466: 2684.87
Vertex 1467: 1196.31
Vertex 1468: 2814.28
Vertex 1469: 3535.63
Vertex 1470: 8562.99
Vertex 1471: 1961.78
Vertex 1472: 4454.96
Vertex 1473: 9273.8
Vertex 1474: 4116.13
Vertex 1475: 7671.14
Vertex 1476: 1900.56
Vertex 1477: 4811.54
Vertex 1478: 2154.76
Vertex 1479: 669.35
Vertex 1480: 2973.24
Vertex 1481: 6066.09
Vertex 1482: 2951.65
Vertex 1483: 2037.6
Vertex 1484: 3730.17
Vertex 1485: 1743.93
Vertex 1486: 2167.05
Vertex 1487: 9110.09
Vertex 1488: 3242.67
Vertex 1489: 6721.43
Vertex 1490: 4188.35
Vertex 1491: 5337.97
Vertex 1492: 3325.18
Vertex 1493: 2900.18
Vertex 1494: 3728.28
Vertex 1495: 5089.33
Vertex 1496: 3676.82
Vertex 1497: 5176.88
Vertex 1498: 8267.46
Vertex 1499: 4551.89
Vertex 1500: 3843.68
Vertex 1501: 3567.98
Vertex 1502: 3714.47
Vertex 1503: 6695.73
Vertex 1504: 678.701
Vertex 1505: 7464.44
Vertex 1506: 4016.97
Vertex 1507: 8805.36
Vertex 1508: 4403.56
Vertex 1509: 3808.39
Vertex 1510: 2490.15
Vertex 1511: 1146.31
Vertex 1512: 4375.71
Vertex 1513: 5533.52
Vertex 1514: 5980.8
Vertex 1515: 2684.24
Vertex 1516: 2652.22
Vertex 1517: 2291.45
Vertex 1518: 5044.86
Vertex 1519: 3483.16
Vertex 1520: 1794.88
Vertex 1521: 818.819
Vertex 1522: 4004.81
Vertex 1523: 2846.35
Vertex 1524: 3519.22
Vertex 1525: 3806.35
Vertex 1526: 3142.34
Vertex 1527: 2454.99
Vertex 1528: 3372.49
Vertex 1529: 4963.62
Vertex 1530: 3738.61
Vertex 1531: 3285.9
Vertex 1532: 3138.15
Vertex 1533: 6803.64
Vertex 1534: 2398.85
Vertex 1535: 5139.07
Vertex 1536: 6926.22
Vertex 1537: 3669.74
Vertex 1538: 1871.47
Vertex 1539: 6082.08
Vertex 1540: 5486.23
Vertex 1541: 2585.1
Vertex 1542: 1673.4
Vertex 1543: 3115.91
Vertex 1544: 1830.12
Vertex 1545: 4194.83
Vertex 1546: 1096.56
Vertex 1547: 6472.4
Vertex 1548: 4946.7
Vertex 1549: 3602.72
Vertex 1550: 4250.61
Vertex 1551: 4558.46
Vertex 1552: 4212.26
Vertex 1553: 3008.28
Vertex 1554: 3753.28
Vertex 1555: 5955.12
Vertex 1556: 1552.07
Vertex 1557: 5547.42
Vertex 1558: 6080.66
Vertex 1559: 2571.62
Vertex 1560: 6298.44
Vertex 1561: 6985.6
Vertex 1562: 4695.08
Vertex 1563: 3876.65
Vertex 1564: 6289.81
Vertex 1565: 3023.94
Vertex 1566: 6341.41
Vertex 1567: 2102.15
Vertex 1568: 2060.13
Vertex 1569: 4023.67
Vertex 1570: 5176.01
Vertex 1571: 3421.21
Vertex 1572: 6120.44
Vertex 1573: 1306.65
Vertex 1574: 2993.14
Vertex 1575: 1009.18
Vertex 1576: 4500.81
Vertex 1577: 2915.03
Vertex 1578: 1399.52
Vertex 1579: 1495.2
Vertex 1580: 1717.9
Vertex 1581: 5443.98
Vertex 1582: 2203.05
Vertex 1583: 4115.51
Vertex 1584: 4005.76
Vertex 1585: 4482.02
Vertex 1586: 3020.5
Vertex 1587: 3887.49
Vertex 1588: 5151.88
Vertex 1589: 7544.26
Vertex 1590: 4936.19
Vertex 1591: 2093.91
Vertex 1592: 1812.2
Vertex 1593: 2767.6
Vertex 1594: 4980.06
Vertex 1595: 3296.52
Vertex 1596: 3998.11
Vertex 1597: 2560.51
Vertex 1598: 4029.08
Vertex 1599: 5470.22
Vertex 1600: 4314.92
Vertex 1601: 3918.09
Vertex 1602: 3916.44
Vertex 1603: 8650.48
Vertex 1604: 2887.72
Vertex 1605: 3168.23
Vertex 1606: 2881.66
Vertex 1607: 1372.16
Vertex 1608: 7129.2
Vertex 1609: 5310.33
Vertex 1610: 7967.63
Vertex 1611: 1510.77
Vertex 1612: 4821.74
Vertex 1613: 5308.85
Vertex 1614: 2808.39
Vertex 1615: 3820.34
Vertex 1616: 5648.89
Vertex 1617: 6614.47
Vertex 1618: 10175.7
Vertex 1619: 2552.15
Vertex 1620: 4588.02
Vertex 1621: 7071.03
Vertex 1622: 4201.15
Vertex 1623: 4790.65
Vertex 1624: 6781.43
Vertex 1625: 4960.34
Vertex 1626: 5609.58
Vertex 1627: 8525.93
Vertex 1628: 3709.37
Vertex 1629: 2168.4
Vertex 1630: 1784.88
Vertex 1631: 1622.47
Vertex 1632: 3818.76
Vertex 1633: 3268.03
Vertex 1634: 3054.68
Vertex 1635: 4798.03
Vertex 1636: 4419.48
Vertex 1637: 1460.7
Vertex 1638: 2907.83
Vertex 1639: 5134.13
Vertex 1640: 2019.23
Vertex 1641: 3311.97
Vertex 1642: 10545.7
Vertex 1643: 1591.54
Vertex 1644: 7351.66
Vertex 1645: 5764.06
Vertex 1646: 8081.7
Vertex 1647: 3532.83
Vertex 1648: 3335.85
Vertex 1649: 2040.76
Vertex 1650: 1620.24
Vertex 1651: 2480.13
Vertex 1652: 5254.37
Vertex 1653: 2747.48
Vertex 1654: 5192.29
Vertex 1655: 5378.66
Vertex 1656: 2963.84
Vertex 1657: 5422.93
Vertex 1658: 3570.6
Vertex 1659: 4620.95
Vertex 1660: 2329.88
Vertex 1661: 4833.75
Vertex 1662: 4383.03
Vertex 1663: 5790.3
Vertex 1664: 2860.75
Vertex 1665: 3371.24
Vertex 1666: 4495.66
Vertex 1667: 4936.57
Vertex 1668: 6978.73
Vertex 1669: 3810.92
Vertex 1670: 3558.43
Vertex 1671: 5219.56
Vertex 1672: 5224.89
Vertex 1673: 3092.29
Vertex 1674: 3497.35
Vertex 1675: 2525.26
Vertex 1676: 2384.02
Vertex 1677: 5640.33
Vertex 1678: 4109.53
Vertex 1679: 2941.32
Vertex 1680: 2409.99
Vertex 1681: 4409.95
Vertex 1682: 1237.29
Vertex 1683: 4166.96
Vertex 1684: 2103.71
Vertex 1685: 2660.28
Vertex 1686: 2957.12
Vertex 1687: 5119.93
Vertex 1688: 2035
Vertex 1689: 1601.77
Vertex 1690: 4888.65
Vertex 1691: 3669.98
Vertex 1692: 3683.9
Vertex 1693: 5990.66
Vertex 1694: 4649.02
Vertex 1695: 4278.02
Vertex 1696: 4339.26
Vertex 1697: 3500.09
Vertex 1698: 1162.96
Vertex 1699: 1450.92
Vertex 1700: 5414.7
Vertex 1701: 2120.15
Vertex 1702: 9042.18
Vertex 1703: 2130.16
Vertex 1704: 5096.53
Vertex 1705: 3447.82
Vertex 1706: 5119.72
Vertex 1707: 4357.98
Vertex 1708: 3220.24
Vertex 1709: 4859.51
Vertex 1710: 3078.4
Vertex 1711: 3024.26
Vertex 1712: 6755.59
Vertex 1713: 3030.06
Vertex 1714: 4331.79
Vertex 1715: 3240.44
Vertex 1716: 1847.25
Vertex 1717: 1036.58
Vertex 1718: 3228.2
Vertex 1719: 2671.24
Vertex 1720: 2360.99
Vertex 1721: 3288.14
Vertex 1722: 5386.67
Vertex 1723: 2502.21
Vertex 1724: 6087.11
Vertex 1725: 3423.75
Vertex 1726: 3159.82
Vertex 1727: 2663.4
Vertex 1728: 4685.29
Vertex 1729: 7194.68
Vertex 1730: 4962.92
Vertex 1731: 9130.86
Vertex 1732: 4670.68
Vertex 1733: 3582.97
Vertex 1734: 5990.04
Vertex 1735: 9780.08
Vertex 1736: 2985.46
Vertex 1737: 4046.82
Vertex 1738: 2927.06
Vertex 1739: 3082.61
Vertex 1740: 2496.71
Vertex 1741: 8900.72
Vertex 1742: 2528.72
Vertex 1743: 4388.53
Vertex 1744: 6408.94
Vertex 1745: 3100.35
Vertex 1746: 3718.8
Vertex 1747: 2756.19
Vertex 1748: 2501.7
Vertex 1749: 2183.16
Vertex 1750: 7056.65
Vertex 1751: 5761.35
Vertex 1752: 1330.63
Vertex 1753: 661.375
Vertex 1754: 3881.28
Vertex 1755: 5211.9
Vertex 1756: 2844.81
Vertex 1757: 5381.9
Vertex 1758: 6214.31
Vertex 1759: 7402.08
Vertex 1760: 3868.31
Vertex 1761: 2023.17
Vertex 1762: 4748.03
Vertex 1763: 2534.4
Vertex 1764: 4165.93
Vertex 1765: 2058.45
Vertex 1766: 4010.53
Vertex 1767: 5725.21
Vertex 1768: 2561.8
Vertex 1769: 3138.13
Vertex 1770: 3862.94
Vertex 1771: 5301.73
Vertex 1772: 3883.78
Vertex 1773: 1958.51
Vertex 1774: 1742.15
Vertex 1775: 8428.97
Vertex 1776: 1512.38
Vertex 1777: 5282.28
Vertex 1778: 5317.62
Vertex 1779: 4221.38
Vertex 1780: 3384.46
Vertex 1781: 3167.93
Vertex 1782: 4383.81
Vertex 1783: 8299.1
Vertex 1784: 5371.45
Vertex 1785: 3861.16
Vertex 1786: 3364.65
Vertex 1787: 3567.85
Vertex 1788: 1928.24
Vertex 1789: 5277.26
Vertex 1790: 4852.34
Vertex 1791: 4751.44
Vertex 1792: 2288.5
Vertex 1793: 1736.58
Vertex 1794: 4012.34
Vertex 1795: 7275.02
Vertex 1796: 6396.7
Vertex 1797: 2147.97
Vertex 1798: 5600.25
Vertex 1799: 2503.32
Vertex 1800: 7977.34
Vertex 1801: 3412.31
Vertex 1802: 3555.25
Vertex 1803: 3785.41
Vertex 1804: 3020.49
Vertex 1805: 2126.14
Vertex 1806: 1756.88
Vertex 1807: 3797.64
Vertex 1808: 2863.66
Vertex 1809: 3043.82
Vertex 1810: 4778.06
Vertex 1811: 5774.17
Vertex 1812: 6191.56
Vertex 1813: 3110.21
Vertex 1814: 2880.72
Vertex 1815: 2733.34
Vertex 1816: 3065.47
Vertex 1817: 2106.71
Vertex 1818: 5580.68
Vertex 1819: 1924
Vertex 1820: 5619.56
Vertex 1821: 5101.22
Vertex 1822: 4526.85
Vertex 1823: 2829.8
Vertex 1824: 5621.65
Vertex 1825: 3081.66
Vertex 1826: 2434.85
Vertex 1827: 2611.64
Vertex 1828: 2021.73
Vertex 1829: 5894.42
Vertex 1830: 5390.63
Vertex 1831: 2213.4
Vertex 1832: 4808.07
Vertex 1833: 7799.99
Vertex 1834: 5415.84
Vertex 1835: 3301.91
Vertex 1836: 860.265
Vertex 1837: 6029.38
Vertex 1838: 4197.08
Vertex 1839: 7152.17
Vertex 1840: 4067.56
Vertex 1841: 4047.14
Vertex 1842: 6226.41
Vertex 1843: 4150.09
Vertex 1844: 4013.63
Vertex 1845: 2004.18
Vertex 1846: 6034.4
Vertex 1847: 3937.11
Vertex 1848: 3511.03
Vertex 1849: 5449.68
Vertex 1850: 2930
Vertex 1851: 3785.4
Vertex 1852: 2769.05
Vertex 1853: 11197.3
Vertex 1854: 2794.69
Vertex 1855: 9181.49
Vertex 1856: 2457.05
Vertex 1857: 6686.56
Vertex 1858: 2745.81
Vertex 1859: 3362.6
Vertex 1860: 4989.8
Vertex 1861: 5603.72
Vertex 1862: 1833.92
Vertex 1863: 2585.21
Vertex 1864: 6129.78
Vertex 1865: 4254.74
Vertex 1866: 5907.8
Vertex 1867: 2936.85
Vertex 1868: 3309.65
Vertex 1869: 3068.89
Vertex 1870: 2115.05
Vertex 1871: 2269.25
Vertex 1872: 2916.79
Vertex 1873: 2071.11
Vertex 1874: 7981.83
Vertex 1875: 4268.52
Vertex 1876: 3669.37
Vertex 1877: 1962.87
Vertex 1878: 3685.12
Vertex 1879: 3285.06
Vertex 1880: 5291.07
Vertex 1881: 4038.87
Vertex 1882: 2603.02
Vertex 1883: 3864.6
Vertex 1884: 7291
Vertex 1885: 5092.53
Vertex 1886: 1488.04
Vertex 1887: 2822.41
Vertex 1888: 5837.67
Vertex 1889: 1784.6
Vertex 1890: 3229.08
Vertex 1891: 4684
Vertex 1892: 7057.85
Vertex 1893: 5429.95
Vertex 1894: 5404.46
Vertex 1895: 2834.75
Vertex 1896: 4445.51
Vertex 1897: 2541.87
Vertex 1898: 11220.6
Vertex 1899: 3720.66
Vertex 1900: 4632.47
Vertex 1901: 4137.27
Vertex 1902: 3561.05
Vertex 1903: 4373.79
Vertex 1904: 2256.12
Vertex 1905: 6613.74
Vertex 1906: 3395.72
Vertex 1907: 3731.57
Vertex 1908: 3617.07
Vertex 1909: 1630.84
Vertex 1910: 3958.82
Vertex 1911: 4714.98
Vertex 1912: 5939.91
Vertex 1913: 1088.42
Vertex 1914: 7118.53
Vertex 1915: 2074.66
Vertex 1916: 6911.47
Vertex 1917: 3976.79
Vertex 1918: 2551.74
Vertex 1919: 5164.81
Vertex 1920: 6193.82
Vertex 1921: 3863.68
Vertex 1922: 3332.65
Vertex 1923: 1581.07
Vertex 1924: 1371.39
Vertex 1925: 2465.15
Vertex 1926: 3293.54
Vertex 1927: 2502.32
Vertex 1928: 5236.45
Vertex 1929: 4999.77
Vertex 1930: 5016.19
Vertex 1931: 4935.14
Vertex 1932: 4173.85
Vertex 1933: 3426.06
Vertex 1934: 2193.32
Vertex 1935: 7565.41
Vertex 1936: 3371.41
Vertex 1937: 2796.55
Vertex 1938: 8047.84
Vertex 1939: 2922.46
Vertex 1940: 2396.44
Vertex 1941: 2151.17
Vertex 1942: 5374.21
Vertex 1943: 2454.05
Vertex 1944: 3650.09
Vertex 1945: 3144.65
Vertex 1946: 3790.98
Vertex 1947: 2096.09
Vertex 1948: 1346.92
Vertex 1949: 3258.33
Vertex 1950: 4656.6
Vertex 1951: 1680.18
Vertex 1952: 4856.98
Vertex 1953: 1478.66
Vertex 1954: 2092.04
Vertex 1955: 4920.57
Vertex 1956: 5335.59
Vertex 1957: 2825.59
Vertex 1958: 3966.21
Vertex 1959: 3738.35
Vertex 1960: 3013.44
Vertex 1961: 3368.35
Vertex 1962: 3510.28
Vertex 1963: 5982.45
Vertex 1964: 3813.36
Vertex 1965: 3835.85
Vertex 1966: 3499.45
Vertex 1967: 3033.18
Vertex 1968: 1176.27
Vertex 1969: 6147.45
Vertex 1970: 2268.19
Vertex 1971: 4192.29
Vertex 1972: 2935.49
Vertex 1973: 5156.59
Vertex 1974: 2717.53
Vertex 1975: 3236.92
Vertex 1976: 6008.11
Vertex 1977: 2941.06
Vertex 1978: 4690.26
Vertex 1979: 4291
Vertex 1980: 3382.68
Vertex 1981: 1137.7
Vertex 1982: 5594.88
Vertex 1983: 4556.09
Vertex 1984: 3335.71
Vertex 1985: 3536.99
Vertex 1986: 3430.02
Vertex 1987: 2131.22
Vertex 1988: 3213.06
Vertex 1989: 3840.08
Vertex 1990: 5775.63
Vertex 1991: 2452.28
Vertex 1992: 4015.65
Vertex 1993: 1836.57
Vertex 1994: 3161.07
Vertex 1995: 4537.03
Vertex 1996: 2133.69
Vertex 1997: 4659.22
Vertex 1998: 1211.33
Vertex 1999: 3977.04
